company_code,company_name,report_year,document_type,source_channel,official_domain,candidate_url,domain_verification,download_status,next_action,scoring_authorized
002518.SZ,科士达,2025,annual_report,issuer_official_website,kstar.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002527.SZ,新时达,2025,annual_report,issuer_official_website,zqrb.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002527.SZ,新时达,2025,esg_report,issuer_official_website,zqrb.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002531.SZ,天顺风能,2025,annual_report,issuer_official_website,titanwind.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002531.SZ,天顺风能,2025,esg_report,issuer_official_website,titanwind.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002533.SZ,金杯电工,2025,annual_report,issuer_official_website,gold-cup.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002534.SZ,西子洁能,2025,annual_report,issuer_official_website,xizice.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002546.SZ,新联电子,2025,annual_report,issuer_official_website,xldz.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002560.SZ,通达股份,2025,annual_report,issuer_official_website,hntddl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002560.SZ,通达股份,2025,esg_report,issuer_official_website,hntddl.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002576.SZ,通达动力,2025,annual_report,issuer_official_website,tdchina.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002580.SZ,圣阳股份,2025,annual_report,issuer_official_website,sacredsun.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002606.SZ,大连电瓷,2025,annual_report,issuer_official_website,insulators.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002608.SZ,江苏国信,2025,annual_report,issuer_official_website,jsgxgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002616.SZ,长青集团,2025,annual_report,issuer_official_website,sgnec.sgcc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002623.SZ,亚玛顿,2025,annual_report,issuer_official_website,czamd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002629.SZ,仁智股份,2025,annual_report,issuer_official_website,chinarenzhi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002692.SZ,远程股份,2025,annual_report,issuer_official_website,yccable.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002700.SZ,万憬能源,2025,annual_report,issuer_official_website,002700.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002700.SZ,万憬能源,2025,esg_report,issuer_official_website,002700.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002706.SZ,良信股份,2025,annual_report,issuer_official_website,recognition.ecovadis.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002706.SZ,良信股份,2025,esg_report,issuer_official_website,recognition.ecovadis.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002709.SZ,天赐材料,2025,annual_report,issuer_official_website,tinci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002709.SZ,天赐材料,2025,esg_report,issuer_official_website,tinci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002733.SZ,雄韬股份,2025,annual_report,issuer_official_website,hjtj.cnemc.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00276.HK,MONGOLIA ENERGY,2025,annual_report,issuer_official_website,statista.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00276.HK,MONGOLIA ENERGY,2025,esg_report,issuer_official_website,statista.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00276.HK,MONGOLIA ENERGY,2026,annual_report,issuer_official_website,statista.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00276.HK,MONGOLIA ENERGY,2026,esg_report,issuer_official_website,statista.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002801.SZ,微光股份,2025,annual_report,issuer_official_website,wgmotor.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002801.SZ,微光股份,2025,esg_report,issuer_official_website,wgmotor.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002805.SZ,丰元股份,2025,annual_report,issuer_official_website,fengyuanhuaxue.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002812.SZ,恩捷股份,2025,annual_report,issuer_official_website,semcorp.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002823.SZ,凯中精密,2025,annual_report,issuer_official_website,kaizhong.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002828.SZ,贝肯能源,2025,annual_report,issuer_official_website,beiken.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002850.SZ,科达利,2025,annual_report,issuer_official_website,kedali.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002851.SZ,麦格米特,2025,annual_report,issuer_official_website,megmeet.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002857.SZ,三晖电气,2025,annual_report,issuer_official_website,cnsms.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002865.SZ,钧达股份,2025,annual_report,issuer_official_website,jietaisolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002865.SZ,钧达股份,2025,esg_report,issuer_official_website,jietaisolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002879.SZ,长缆科技,2025,annual_report,issuer_official_website,csdlfj.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002882.SZ,金龙羽,2025,annual_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002892.SZ,科力尔,2025,annual_report,issuer_official_website,kelimotor.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002893.SZ,京能热力,2025,annual_report,issuer_official_website,bevoice.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002911.SZ,佛燃能源,2025,annual_report,issuer_official_website,fsgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002927.SZ,泰永长征,2025,annual_report,issuer_official_website,tyt.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002927.SZ,泰永长征,2025,esg_report,issuer_official_website,tyt.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00295.HK,KONG SUN HOLD,2024,annual_report,issuer_official_website,kongsun.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00295.HK,KONG SUN HOLD,2025,annual_report,issuer_official_website,kongsun.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002953.SZ,日丰股份,2025,annual_report,issuer_official_website,rfcable.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002980.SZ,华盛昌,2025,annual_report,issuer_official_website,cem-instruments.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002986.SZ,宇新股份,2025,annual_report,issuer_official_website,yussen.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
002986.SZ,宇新股份,2025,esg_report,issuer_official_website,yussen.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
003021.SZ,兆威机电,2025,annual_report,issuer_official_website,szzhaowei.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
003022.SZ,联泓新科,2025,annual_report,issuer_official_website,levima.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
003035.SZ,南网能源,2025,annual_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
003035.SZ,南网能源,2025,esg_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00332.HK,YUANHENG GAS,2024,esg_report,issuer_official_website,yuanhenggas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00332.HK,YUANHENG GAS,2025,annual_report,issuer_official_website,yuanhenggas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00332.HK,YUANHENGGAS-NEW,2025,esg_report,issuer_official_website,yuanhenggas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00332.HK,YUANHENGGAS-NEW,2026,annual_report,issuer_official_website,yuanhenggas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00346.HK,YANCHANG PETRO,2024,annual_report,issuer_official_website,yanchanginternational.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00346.HK,YANCHANG PETRO,2024,esg_report,issuer_official_website,yanchanginternational.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00346.HK,YANCHANG PETRO,2025,annual_report,issuer_official_website,yanchanginternational.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00346.HK,YANCHANG PETRO,2025,esg_report,issuer_official_website,yanchanginternational.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00353.HK,ENERGY INTINV,2024,annual_report,issuer_official_website,website.energyintinv.wisdomir.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00353.HK,ENERGY INTINV,2024,esg_report,issuer_official_website,website.energyintinv.wisdomir.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00353.HK,ENERGY INTINV,2025,annual_report,issuer_official_website,website.energyintinv.wisdomir.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
003816.SZ,中国广核,2025,annual_report,issuer_official_website,cgnp.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00384.HK,CHINA GAS HOLD,2024,annual_report,issuer_official_website,chinagasholdings.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00384.HK,CHINA GAS HOLD,2024,esg_report,issuer_official_website,chinagasholdings.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00384.HK,CHINA GAS HOLD,2025,annual_report,issuer_official_website,chinagasholdings.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00384.HK,CHINA GAS HOLD,2025,esg_report,issuer_official_website,chinagasholdings.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00392.HK,BEIJING ENT,2024,annual_report,issuer_official_website,behl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00392.HK,BEIJING ENT,2024,esg_report,issuer_official_website,behl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00392.HK,BEIJING ENT,2025,annual_report,issuer_official_website,behl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00392.HK,BEIJING ENT,2025,esg_report,issuer_official_website,behl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00451.HK,GCL NEWENERGY,2024,annual_report,issuer_official_website,gclnewenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
